航班号     共享航班     经停站     目的站     办票时间     值机柜台     登机口     航班状态
1931       -----        -----       -----       -----       -----        -----        -----      
8380       -----        -----       -----       null       -----        -----        -----      
8380       -----        -----       -----       -----       -----        -----        ONR     
8380       -----        -----       -----       -----       -----        -----        -----      
8143       -----        -----       -----       -----       -----        -----        -----      
8380       -----        -----       -----       -----       -----        -----        -----      
9727       -----        -----       -----       -----       -----        -----        ARR     
9727       -----        -----       -----       -----       -----        -----        -----      
9727       -----        -----       -----       -----       -----        -----        -----      
9728       -----        -----       -----       -----       -----        -----        -----      
9727       -----        -----       -----       -----       -----        -----        -----      
9727       -----        -----       -----       -----       -----        -----        -----      
6556       -----        -----       -----       -----       -----        -----        DEP     
6556       -----        -----       -----       -----       -----        -----        -----      
6556       -----        -----       -----       -----       -----        -----        -----      
6556       -----        -----       -----       -----       -----        220          -----      
2878       -----        -----       -----       null       -----        -----        -----      
2878       -----        -----       -----       -----       -----        -----        ONR     
3035       -----        -----       -----       -----       -----        -----        -----      
2878       -----        -----       -----       -----       -----        -----        -----      
2878       -----        -----       -----       -----       -----        -----        -----      
2884       -----        -----       -----       -----       -----        -----        -----      
2884       -----        -----       -----       -----       -----        226          -----      
2884       -----        -----       -----       -----       -----        226          -----      
1029       -----        -----       -----       -----       -----        -----        ARR     
1029       -----        -----       -----       -----       -----        -----        -----      
1029       -----        -----       -----       -----       -----        -----        -----      
1029       -----        -----       -----       -----       -----        -----        -----      
1030       -----        -----       -----       -----       -----        -----        -----      
1029       -----        -----       -----       -----       -----        -----        -----      
8882       -----        -----       -----       -----       -----        -----        ARR     
8882       -----        -----       -----       -----       -----        -----        -----      
8962       -----        -----       -----       -----       -----        -----        -----      
8882       -----        -----       -----       -----       -----        -----        -----      
8882       -----        -----       -----       -----       -----        -----        -----      
8882       -----        -----       -----       -----       -----        -----        -----      
8962       -----        -----       -----       -----       -----        -----        CKO     
1932       -----        -----       -----       -----       -----        -----        CKI     
8962       -----        -----       -----       -----       H05          -----        -----      
8962       -----        -----       -----       -----       H08          -----        -----      
8046       -----        -----       -----       -----       -----        -----        POK     
8046       -----        -----       -----       -----       -----        225          -----      
8046       -----        -----       -----       -----       -----        225          -----      
3167       -----        -----       -----       -----       H07          -----        -----      
2788       -----        -----       -----       -----       G18          -----        -----      
2670       -----        -----       -----       -----       -----        -----        ARR     
2670       -----        -----       -----       -----       -----        -----        -----      
3302       -----        -----       -----       -----       G22          -----        -----      
2825       -----        -----       -----       -----       G17          -----        -----      
2851       -----        -----       -----       -----       H07          -----        -----      
4323       -----        -----       -----       -----       -----        -----        -----      
2670       -----        -----       -----       -----       -----        -----        -----      
2670       -----        -----       -----       -----       -----        -----        -----      
2670       -----        -----       -----       -----       -----        -----        -----      
3136       -----        -----       -----       -----       H03          -----        -----      
2751       -----        -----       -----       -----       G19          -----        -----      
2757       -----        -----       -----       -----       H04          -----        -----      
8203       -----        -----       -----       -----       G19          -----        -----      
8204       -----        -----       -----       -----       H05          -----        -----      
8143       -----        -----       -----       -----       G16          -----        -----      
8188       -----        -----       -----       -----       H08          -----        -----      
8357       -----        -----       -----       -----       G22          -----        -----      
2701       -----        -----       -----       -----       H03          -----        -----      
8355       -----        -----       -----       -----       H07          -----        -----      
2871       -----        -----       -----       -----       G17          -----        -----      
2735       -----        -----       -----       -----       G18          -----        -----      
2719       -----        -----       -----       -----       G21          -----        -----      
2905       -----        -----       -----       -----       H04          -----        -----      
2902       -----        -----       -----       -----       H04          -----        -----      
3134       -----        -----       -----       -----       G19          -----        -----      
3126       -----        -----       -----       -----       H07          -----        -----      
8814       -----        -----       -----       -----       H19          -----        -----      
3125       -----        -----       -----       -----       G16          -----        -----      
8313       -----        -----       -----       -----       H08          -----        -----      
8349       -----        -----       -----       -----       G21          -----        -----      
8239       -----        -----       -----       -----       H05          -----        -----      
8258       -----        -----       -----       -----       G20          -----        -----      
8303       -----        -----       -----       -----       G18          -----        -----      
8046       -----        -----       -----       -----       G21          -----        -----      
8278       -----        -----       -----       -----       G19          -----        -----      
8039       -----        -----       -----       -----       G22          -----        -----      
2819       -----        -----       -----       -----       H06          -----        -----      
8277       -----        -----       -----       -----       H05          -----        -----      
3035       -----        -----       -----       -----       G21          -----        -----      
1595       -----        -----       -----       -----       H08          -----        -----      
3083       -----        -----       -----       -----       H05          -----        -----      
2965       -----        -----       -----       -----       G22          -----        -----      
2991       -----        -----       -----       -----       H05          -----        -----      
2945       -----        -----       -----       -----       G21          -----        -----      
2216       -----        -----       -----       -----       G19          -----        -----      
1601       -----        -----       -----       -----       H04          -----        -----      
6108       -----        -----       -----       -----       G21          -----        -----      
3336       -----        -----       -----       -----       H07          -----        -----      
8567       -----        -----       -----       -----       H05          -----        -----      
8568       -----        -----       -----       -----       H08          -----        -----      
8577       -----        -----       -----       -----       G18          -----        -----      
1655       -----        -----       -----       -----       G17          -----        -----      
2931       -----        -----       -----       -----       H06          -----        -----      
2904       -----        -----       -----       -----       G18          -----        -----      
2897       -----        -----       -----       -----       H08          -----        -----      
2884       -----        -----       -----       -----       G16          -----        -----      
8139       -----        -----       -----       -----       G20          -----        -----      
8126       -----        -----       -----       -----       G18          -----        -----      
8034       -----        -----       -----       -----       H07          -----        -----      
8033       -----        -----       -----       -----       G21          -----        -----      
2217       -----        -----       -----       -----       G22          -----        -----      
5644       -----        -----       -----       -----       H07          -----        -----      
1056       -----        -----       -----       -----       H14          -----        -----      
1068       -----        -----       -----       -----       H14          -----        -----      
5643       -----        -----       -----       -----       H04          -----        -----      
2370       -----        -----       -----       -----       H06          -----        -----      
5440       -----        -----       -----       -----       H06          -----        -----      
2369       -----        -----       -----       -----       G22          -----        -----      
6004       -----        -----       -----       -----       H05          -----        -----      
5316       -----        -----       -----       -----       H08          -----        -----      
2772       -----        -----       -----       -----       H05          -----        -----      
6003       -----        -----       -----       -----       H07          -----        -----      
8469       -----        -----       -----       -----       H08          -----        -----      
9148       -----        -----       -----       -----       G19          -----        -----      
2669       -----        -----       -----       -----       H08          -----        -----      
9132       -----        -----       -----       -----       G22          -----        -----      
8353       -----        -----       -----       -----       G22          -----        -----      
8331       -----        -----       -----       -----       G22          -----        -----      
8379       -----        -----       -----       -----       H03          -----        -----      
6516       -----        -----       -----       -----       H04          -----        -----      
5752       -----        -----       -----       -----       H05          -----        -----      
5748       -----        -----       -----       -----       G17          -----        -----      
2249       -----        -----       -----       -----       H06          -----        -----      
2250       -----        -----       -----       -----       H06          -----        -----      
1135       -----        -----       -----       -----       H05          -----        -----      
9064       -----        -----       -----       -----       H06          -----        -----      
6256       -----        -----       -----       -----       G17          -----        -----      
9070       -----        -----       -----       -----       H08          -----        -----      
8816       -----        -----       -----       -----       G21          -----        -----      
9116       -----        -----       -----       -----       G18          -----        -----      
8862       -----        -----       -----       -----       H04          -----        -----      
8815       -----        -----       -----       -----       G19          -----        -----      
4323       -----        -----       -----       -----       G17          -----        -----      
3103       -----        -----       -----       -----       G21          -----        -----      
7102       -----        -----       -----       -----       G19          -----        -----      
2925       -----        -----       -----       -----       G20          -----        -----      
8551       -----        -----       -----       -----       G19          -----        -----      
2913       -----        -----       -----       -----       G17          -----        -----      
6656       -----        -----       -----       -----       H05          -----        -----      
2877       -----        -----       -----       -----       H04          -----        -----      
6894       -----        -----       -----       -----       G20          -----        -----      
6688       -----        -----       -----       -----       H06          -----        -----      
1136       -----        -----       -----       -----       G20          -----        -----      
1388       -----        -----       -----       -----       -----        -----        ARR     
1388       -----        -----       -----       -----       -----        -----        -----      
1427       -----        -----       -----       -----       -----        -----        -----      
1388       -----        -----       -----       -----       -----        -----        -----      
1388       -----        -----       -----       -----       -----        -----        -----      
1388       -----        -----       -----       -----       -----        -----        -----      
501        -----        -----       -----       -----       -----        -----        -----      
501        -----        -----       -----       -----       -----        105          -----      
501        -----        -----       -----       -----       -----        105          -----      
7884       -----        -----       -----       -----       -----        -----        -----      
7887       -----        -----       -----       -----       -----        208          -----      
7887       -----        -----       -----       -----       -----        -----        -----      
8203       -----        -----       -----       -----       -----        229          -----      
8203       -----        -----       -----       -----       -----        -----        -----      
8203       -----        -----       -----       -----       -----        -----        -----      
8204       -----        -----       -----       -----       -----        228          -----      
8204       -----        -----       -----       -----       -----        -----        -----      
8204       -----        -----       -----       -----       -----        -----        -----      
7891       -----        -----       -----       -----       -----        218          -----      
7891       -----        -----       -----       -----       -----        -----        -----      
7890       -----        -----       -----       -----       -----        -----        -----      
7895       -----        -----       -----       -----       -----        206          -----      
7895       -----        -----       -----       -----       -----        -----        -----      
8188       -----        -----       -----       -----       -----        228          -----      
8188       -----        -----       -----       -----       -----        -----        -----      
8187       -----        -----       -----       -----       -----        -----        -----      
8355       -----        -----       -----       -----       -----        225          -----      
8355       -----        -----       -----       -----       -----        -----        -----      
7896       -----        -----       -----       -----       -----        -----        -----      
8314       -----        -----       -----       -----       -----        -----        -----      
8277       -----        -----       -----       -----       -----        -----        -----      
8350       -----        -----       -----       -----       -----        -----        -----      
8257       -----        -----       -----       -----       -----        -----        -----      
8239       -----        -----       -----       -----       -----        230          -----      
8239       -----        -----       -----       -----       -----        -----        -----      
8258       -----        -----       -----       -----       -----        222          -----      
8258       -----        -----       -----       -----       -----        -----        -----      
8045       -----        -----       -----       -----       -----        -----        -----      
8046       -----        -----       -----       -----       -----        223          -----      
8046       -----        -----       -----       -----       -----        -----        -----      
8278       -----        -----       -----       -----       -----        228          -----      
8278       -----        -----       -----       -----       -----        -----        -----      
8039       -----        -----       -----       -----       -----        261          -----      
8039       -----        -----       -----       -----       -----        -----        -----      
7906       -----        -----       -----       -----       -----        -----        -----      
8278       -----        -----       -----       -----       -----        -----        -----      
7905       -----        -----       -----       -----       -----        220          -----      
7905       -----        -----       -----       -----       -----        -----        -----      
8277       -----        -----       -----       -----       -----        229          -----      
8277       -----        -----       -----       -----       -----        -----        -----      
7834       -----        -----       -----       -----       -----        -----        -----      
7827       -----        -----       -----       -----       -----        203          -----      
7827       -----        -----       -----       -----       -----        -----        -----      
7828       -----        -----       -----       -----       -----        -----        -----      
2216       -----        -----       -----       -----       -----        224          -----      
2216       -----        -----       -----       -----       -----        -----        -----      
2215       -----        -----       -----       -----       -----        -----        -----      
1634       -----        -----       -----       -----       -----        -----        -----      
1642       -----        -----       -----       -----       -----        -----        -----      
806        -----        -----       -----       -----       -----        102          -----      
806        -----        -----       -----       -----       -----        -----        -----      
6107       -----        -----       -----       -----       -----        -----        -----      
3335       -----        -----       -----       -----       -----        -----        -----      
805        -----        -----       -----       -----       -----        -----        -----      
1534       -----        -----       -----       -----       -----        -----        -----      
864        -----        -----       -----       -----       -----        104          -----      
864        -----        -----       -----       -----       -----        -----        -----      
6108       -----        -----       -----       -----       -----        222          -----      
6108       -----        -----       -----       -----       -----        -----        -----      
3336       -----        -----       -----       -----       -----        218          -----      
3336       -----        -----       -----       -----       -----        -----        -----      
863        -----        -----       -----       -----       -----        -----        -----      
1620       -----        -----       -----       -----       -----        -----        -----      
841        -----        -----       -----       -----       -----        -----        -----      
8358       -----        -----       -----       -----       -----        -----        -----      
840        -----        -----       -----       -----       -----        102          -----      
840        -----        -----       -----       -----       -----        -----        -----      
8567       -----        -----       -----       -----       -----        -----        -----      
8567       -----        -----       -----       -----       -----        220          -----      
8567       -----        -----       -----       -----       -----        -----        -----      
7849       -----        -----       -----       -----       -----        205          -----      
7849       -----        -----       -----       -----       -----        -----        -----      
8568       -----        -----       -----       -----       -----        -----        -----      
8568       -----        -----       -----       -----       -----        226          -----      
8568       -----        -----       -----       -----       -----        -----        -----      
8578       -----        -----       -----       -----       -----        -----        -----      
7856       -----        -----       -----       -----       -----        -----        -----      
7851       -----        -----       -----       -----       -----        213          -----      
7851       -----        -----       -----       -----       -----        -----        -----      
867        -----        -----       -----       -----       -----        201          -----      
867        -----        -----       -----       -----       -----        -----        -----      
8126       -----        -----       -----       -----       -----        117          -----      
8126       -----        -----       -----       -----       -----        -----        -----      
8125       -----        -----       -----       -----       -----        -----        -----      
8034       -----        -----       -----       -----       -----        228          -----      
8034       -----        -----       -----       -----       -----        -----        -----      
8034       -----        -----       -----       -----       -----        -----        -----      
8033       -----        -----       -----       -----       -----        230          -----      
8033       -----        -----       -----       -----       -----        -----        -----      
8033       -----        -----       -----       -----       -----        -----        -----      
7865       -----        -----       -----       -----       -----        263          -----      
7865       -----        -----       -----       -----       -----        -----        -----      
1055       -----        -----       -----       -----       -----        -----        -----      
7584       -----        -----       -----       -----       -----        264          -----      
7584       -----        -----       -----       -----       -----        -----        -----      
8962       -----        -----       -----       -----       -----        214          -----      
8962       -----        -----       -----       -----       -----        -----        -----      
5644       -----        -----       -----       -----       -----        225          -----      
5644       -----        -----       -----       -----       -----        -----        -----      
1067       -----        -----       -----       -----       -----        -----        -----      
5644       -----        -----       -----       -----       -----        -----        -----      
1056       -----        -----       -----       -----       -----        221          -----      
1056       -----        -----       -----       -----       -----        -----        -----      
8853       -----        -----       -----       -----       -----        -----        -----      
8961       -----        -----       -----       -----       -----        -----        -----      
8854       -----        -----       -----       -----       -----        211          -----      
8854       -----        -----       -----       -----       -----        -----        -----      
7578       -----        -----       -----       -----       -----        210          -----      
7578       -----        -----       -----       -----       -----        -----        -----      
1068       -----        -----       -----       -----       -----        219          -----      
1068       -----        -----       -----       -----       -----        -----        -----      
7583       -----        -----       -----       -----       -----        209          -----      
7583       -----        -----       -----       -----       -----        -----        -----      
7583       -----        -----       -----       -----       -----        -----        -----      
9102       -----        -----       -----       -----       -----        -----        -----      
1418       -----        -----       -----       -----       -----        -----        -----      
5643       -----        -----       -----       -----       -----        223          -----      
5643       -----        -----       -----       -----       -----        -----        -----      
7726       -----        -----       -----       -----       -----        -----        -----      
7726       -----        -----       -----       -----       -----        204          -----      
7726       -----        -----       -----       -----       -----        -----        -----      
2370       -----        -----       -----       -----       -----        226          -----      
2370       -----        -----       -----       -----       -----        -----        -----      
7791       -----        -----       -----       -----       -----        -----        -----      
5439       -----        -----       -----       -----       -----        -----        -----      
1387       -----        -----       -----       -----       -----        228          -----      
1387       -----        -----       -----       -----       -----        -----        -----      
7792       -----        -----       -----       -----       -----        207          -----      
7792       -----        -----       -----       -----       -----        -----        -----      
7797       -----        -----       -----       -----       -----        -----        -----      
5440       -----        -----       -----       -----       -----        223          -----      
5440       -----        -----       -----       -----       -----        -----        -----      
7798       -----        -----       -----       -----       -----        207          -----      
7798       -----        -----       -----       -----       -----        -----        -----      
5643       -----        -----       -----       -----       -----        -----        -----      
1389       -----        -----       -----       -----       -----        208          -----      
1389       -----        -----       -----       -----       -----        -----        -----      
1396       -----        -----       -----       -----       -----        -----        -----      
7960       -----        -----       -----       -----       -----        -----        -----      
868        -----        -----       -----       -----       -----        -----        -----      
7960       -----        -----       -----       -----       -----        263          -----      
7960       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        -----        -----      
1395       -----        -----       -----       -----       -----        207          -----      
1395       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        224          -----      
2369       -----        -----       -----       -----       -----        -----        -----      
3578       -----        -----       -----       -----       -----        -----        -----      
2370       -----        -----       -----       -----       -----        -----        -----      
3579       -----        -----       -----       -----       -----        107          -----      
3579       -----        -----       -----       -----       -----        -----        -----      
1401       -----        -----       -----       -----       -----        214          -----      
1401       -----        -----       -----       -----       -----        -----        -----      
5316       -----        -----       -----       -----       -----        218          -----      
5316       -----        -----       -----       -----       -----        -----        -----      
327        -----        -----       -----       -----       -----        -----        -----      
5315       -----        -----       -----       -----       -----        -----        -----      
5321       -----        -----       -----       -----       -----        104          -----      
5321       -----        -----       -----       -----       -----        -----        -----      
7816       -----        -----       -----       -----       -----        -----        -----      
1530       -----        -----       -----       -----       -----        -----        -----      
5320       -----        -----       -----       -----       -----        -----        -----      
9111       -----        -----       -----       -----       -----        -----        -----      
7805       -----        -----       -----       -----       -----        217          -----      
7805       -----        -----       -----       -----       -----        -----        -----      
7812       -----        -----       -----       -----       -----        -----        -----      
6516       -----        -----       -----       -----       -----        224          -----      
6516       -----        -----       -----       -----       -----        -----        -----      
7811       -----        -----       -----       -----       -----        211          -----      
7811       -----        -----       -----       -----       -----        -----        -----      
6515       -----        -----       -----       -----       -----        -----        -----      
7825       -----        -----       -----       -----       -----        209          -----      
7825       -----        -----       -----       -----       -----        -----        -----      
7826       -----        -----       -----       -----       -----        -----        -----      
237        -----        -----       -----       -----       -----        103          -----      
237        -----        -----       -----       -----       -----        -----        -----      
879        -----        -----       -----       -----       -----        102          -----      
879        -----        -----       -----       -----       -----        -----        -----      
5195       -----        -----       -----       -----       -----        -----        -----      
238        -----        -----       -----       -----       -----        -----        -----      
8494       -----        -----       -----       -----       -----        -----        -----      
1467       -----        -----       -----       -----       -----        203          -----      
1467       -----        -----       -----       -----       -----        -----        -----      
8503       -----        -----       -----       -----       -----        -----        -----      
1428       -----        -----       -----       -----       -----        -----        -----      
5718       -----        -----       -----       -----       -----        204          -----      
5718       -----        -----       -----       -----       -----        -----        -----      
1527       -----        -----       -----       -----       -----        204          -----      
1527       -----        -----       -----       -----       -----        -----        -----      
5747       -----        -----       -----       -----       -----        -----        -----      
5196       -----        -----       -----       -----       -----        207          -----      
5196       -----        -----       -----       -----       -----        -----        -----      
1523       -----        -----       -----       -----       -----        202          -----      
1523       -----        -----       -----       -----       -----        -----        -----      
5748       -----        -----       -----       -----       -----        227          -----      
5748       -----        -----       -----       -----       -----        -----        -----      
5717       -----        -----       -----       -----       -----        -----        -----      
152        -----        -----       -----       -----       -----        -----        -----      
880        -----        -----       -----       -----       -----        -----        -----      
962        -----        -----       -----       -----       -----        -----        -----      
4694       -----        -----       -----       -----       -----        -----        -----      
1135       -----        -----       -----       -----       -----        224          -----      
1135       -----        -----       -----       -----       -----        -----        -----      
4693       -----        -----       -----       -----       -----        209          -----      
4693       -----        -----       -----       -----       -----        -----        -----      
963        -----        -----       -----       -----       -----        105          -----      
963        -----        -----       -----       -----       -----        -----        -----      
1135       -----        -----       -----       -----       -----        -----        -----      
4717       -----        -----       -----       -----       -----        206          -----      
4717       -----        -----       -----       -----       -----        -----        -----      
4717       -----        -----       -----       -----       -----        -----        -----      
104        -----        -----       -----       -----       -----        -----        -----      
328        -----        -----       -----       -----       -----        101          -----      
328        -----        -----       -----       -----       -----        -----        -----      
942        -----        -----       -----       -----       -----        -----        -----      
942        -----        -----       -----       -----       -----        -----        -----      
1026       -----        -----       -----       -----       -----        -----        -----      
7101       -----        -----       -----       -----       -----        -----        -----      
997        -----        -----       -----       -----       -----        -----        -----      
1026       -----        -----       -----       -----       -----        -----        -----      
7102       -----        -----       -----       -----       -----        214          -----      
7102       -----        -----       -----       -----       -----        -----        -----      
998        -----        -----       -----       -----       -----        -----        -----      
6237       -----        -----       -----       -----       -----        -----        -----      
8551       -----        -----       -----       -----       -----        219          -----      
1056       -----        -----       -----       -----       -----        -----        -----      
8551       -----        -----       -----       -----       -----        -----        -----      
6238       -----        -----       -----       -----       -----        209          -----      
6238       -----        -----       -----       -----       -----        -----        -----      
8054       -----        -----       -----       -----       -----        -----        -----      
1031       -----        -----       -----       -----       -----        -----        -----      
1032       -----        -----       -----       -----       -----        106          -----      
1032       -----        -----       -----       -----       -----        -----        -----      
139        -----        -----       -----       -----       -----        102          -----      
139        -----        -----       -----       -----       -----        -----        -----      
138        -----        -----       -----       -----       -----        -----        -----      
8054       -----        -----       -----       -----       -----        224          -----      
8054       -----        -----       -----       -----       -----        -----        -----      
7725       -----        -----       -----       -----       -----        206          -----      
7725       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       -----        -----        -----      
1372       -----        -----       -----       -----       -----        -----        -----      
7498       -----        -----       -----       -----       -----        205          -----      
7498       -----        -----       -----       -----       -----        -----        -----      
1319       -----        -----       -----       -----       -----        204          -----      
1319       -----        -----       -----       -----       -----        -----        -----      
4801       -----        -----       -----       -----       -----        -----        -----      
1318       -----        -----       -----       -----       -----        -----        -----      
4802       -----        -----       -----       -----       -----        213          -----      
4802       -----        -----       -----       -----       -----        -----        -----      
7725       -----        -----       -----       -----       -----        -----        -----      
7202       -----        -----       -----       -----       -----        -----        -----      
4718       -----        -----       -----       -----       -----        -----        -----      
7497       -----        -----       -----       -----       -----        -----        -----      
1260       -----        -----       -----       -----       -----        -----        -----      
4718       -----        -----       -----       -----       -----        118          -----      
4718       -----        -----       -----       -----       -----        -----        -----      
1259       -----        -----       -----       -----       -----        202          -----      
1259       -----        -----       -----       -----       -----        -----        -----      
7201       -----        -----       -----       -----       -----        216          -----      
7201       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       -----        222          -----      
2884       -----        -----       -----       -----       -----        -----        POK     
1136       -----        -----       -----       -----       -----        -----        -----      
1251       -----        -----       -----       -----       -----        229          -----      
1251       -----        -----       -----       -----       -----        -----        -----      
8053       -----        -----       -----       -----       -----        -----        -----      
8053       -----        -----       -----       -----       -----        202          -----      
8053       -----        -----       -----       -----       -----        -----        -----      
7490       -----        -----       -----       -----       -----        -----        -----      
3167       -----        -----       -----       -----       -----        222          -----      
3167       -----        -----       -----       -----       -----        -----        -----      
7490       -----        -----       -----       -----       -----        -----        -----      
2787       -----        -----       -----       -----       -----        -----        -----      
3168       -----        -----       -----       -----       -----        -----        -----      
3301       -----        -----       -----       -----       -----        -----        -----      
2788       -----        -----       -----       -----       -----        227          -----      
2788       -----        -----       -----       -----       -----        -----        -----      
3302       -----        -----       -----       -----       -----        218          -----      
3302       -----        -----       -----       -----       -----        -----        -----      
2825       -----        -----       -----       -----       -----        221          -----      
2825       -----        -----       -----       -----       -----        -----        -----      
2852       -----        -----       -----       -----       -----        -----        -----      
3135       -----        -----       -----       -----       -----        -----        -----      
3136       -----        -----       -----       -----       -----        227          -----      
3136       -----        -----       -----       -----       -----        -----        -----      
4015       -----        -----       -----       -----       -----        -----        -----      
9121       -----        -----       -----       -----       -----        -----        -----      
9122       -----        -----       -----       -----       -----        117          -----      
9122       -----        -----       -----       -----       -----        -----        -----      
9123       -----        -----       -----       -----       -----        -----        -----      
8374       -----        -----       -----       -----       -----        204          -----      
8374       -----        -----       -----       -----       -----        -----        -----      
3125       -----        -----       -----       -----       -----        -----        -----      
2871       -----        -----       -----       -----       -----        265          -----      
2871       -----        -----       -----       -----       -----        -----        -----      
501        -----        -----       -----       -----       -----        104          -----      
501        -----        -----       -----       -----       -----        -----        -----      
8373       -----        -----       -----       -----       -----        264          -----      
8373       -----        -----       -----       -----       -----        -----        -----      
2702       -----        -----       -----       -----       -----        -----        -----      
500        -----        -----       -----       -----       -----        -----        -----      
